candidate_id,name,counstituency,party,companies_house_url
89867,David Surtees,Whitehaven and Workington,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/WWdBVDKv37SxZp1Ek5mn72Ho9Po/appointments
90047,Jamie Mulhall,Derby South,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/Pyc60rBz-CCu9HuDO6UkFXWcRF4/appointments
90126,Stacy Smith,Greenwich and Woolwich,Green Party,https://find-and-update.company-information.service.gov.uk/officers/XtvApz2vgxoUCDRd5_8RY7D9LCw/appointments
90126,Stacy Smith,Greenwich and Woolwich,Green Party,https://find-and-update.company-information.service.gov.uk/officers/YNycEHJFz4kubEzO4AaLuoFUZfM/appointments
90126,Stacy Smith,Greenwich and Woolwich,Green Party,https://find-and-update.company-information.service.gov.uk/officers/wCpTVZ4JEmluobi0QgxERPlmu_0/appointments
90696,Chris Hinchliff,North East Hertfordshire,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/pkBmK3PqKWgTse9fTL3Ew9gG0u0/appointments
91577,Sanjana Madan Mohan Karnani,Walthamstow,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/uPvi-CwIq3gDwtmtvHi0wy3vnIs/appointments
91836,Gill German,Clwyd North,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/9DQcfs5SuwCCV0ACKDhCEjKM35k/appointments
92410,Serena Angela Wootton,Yeovil,Green Party,https://find-and-update.company-information.service.gov.uk/officers/btq3bfF6qQJ1W4TpkJ5zcJa_LS8/appointments
92650,Michelle Scrogham,Barrow and Furness,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/gUgA6BYmw27ZnwFDm117Ok2nfp0/appointments
92671,Sushil Rapatwar,Brent West,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/-LQW9O72fvptiUt7qXBPp5BtWt0/appointments
92846,James Townley,Westmorland and Lonsdale,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/6dPBep1z-qyr-PgignBmehhld1U/appointments
92846,James Townley,Westmorland and Lonsdale,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/IFjP93jQI_pmhatEC6fSIlTutvU/appointments
92846,James Townley,Westmorland and Lonsdale,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/JSeIMHCd7e76D4w0zM6IfZnDLdk/appointments
92846,James Townley,Westmorland and Lonsdale,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/xcY5Vodoh3feWV3k1OP_ysP1cR8/appointments
92861,Lynn Schofield,Stockport,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/D0M1IH0JE1vVgVLOYOMKrqVGk9M/appointments
95267,Carlo Verda,Bridlington and The Wolds,Social Democratic Party,https://find-and-update.company-information.service.gov.uk/officers/MB0XZQnzq0vGXboNB57_gjGxlIc/appointments
96575,Manu Singh,Spelthorne,Green Party,https://find-and-update.company-information.service.gov.uk/officers/KDxshgJIPHMAjEtcQi5KkO0wK88/appointments
96668,Michael Kenneth Cressey,Runnymede and Weybridge,Independent,https://find-and-update.company-information.service.gov.uk/officers/X9f15OMCoqZ1bzZk-DY82hvtNg8/appointments
97171,Luke Stephen Shenton,Stoke-on-Trent Central,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/bqokoeIq74e9aH9mYNS4BUujL4o/appointments
97576,Sean Robert Weaver,Liverpool Riverside,The Liberal Party,https://find-and-update.company-information.service.gov.uk/officers/EqTSwPyD5kGiTaN4U-eU1YT-1ZM/appointments
97576,Sean Robert Weaver,Liverpool Riverside,The Liberal Party,https://find-and-update.company-information.service.gov.uk/officers/w-37gsrLczp87Ta9KCNypAuZWQg/appointments
97872,Christopher Coughlan,Liverpool Riverside,Green Party,https://find-and-update.company-information.service.gov.uk/officers/OIRE9sVyzAT7yrtvgydX_7CIWUo/appointments
98929,Sam Ammar,Bromsgrove,Independent,https://find-and-update.company-information.service.gov.uk/officers/0EojILbyi7Vdg_NZGYKw7GAnfF0/appointments
98971,Rachel Margaret Taylor,North Warwickshire and Bedworth,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/8xiGrHQT_HTG6KohjokJQjiGA0A/appointments
99110,Nagarjun Agath,Leicester East,Independent,https://find-and-update.company-information.service.gov.uk/officers/RpaRrAhipIwi_O3bEoXKkvDFw1k/appointments
99110,Nagarjun Agath,Leicester East,Independent,https://find-and-update.company-information.service.gov.uk/officers/WuEY8KoktQ5zdbGdKAb_wEL_pzs/appointments
99110,Nagarjun Agath,Leicester East,Independent,https://find-and-update.company-information.service.gov.uk/officers/dfJpySXHY8U4rRvLQzjChbBc3Cs/appointments
99110,Nagarjun Agath,Leicester East,Independent,https://find-and-update.company-information.service.gov.uk/officers/eKqxw9U-yKQ7jpZXKy2YrrJ8CxU/appointments
99110,Nagarjun Agath,Leicester East,Independent,https://find-and-update.company-information.service.gov.uk/officers/sUqG5KwxVTHFfZL6FIIiC4dqNU8/appointments
99441,Jon Browning,North Herefordshire,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/GLSl1UcOFCnZOe_V2jcmKvVnNH0/appointments
99490,Sadat Hussain,Walsall and Bloxwich,Green Party,https://find-and-update.company-information.service.gov.uk/officers/cpDhCR-OrPuPoNNfkGxg8tLjBJY/appointments
99490,Sadat Hussain,Walsall and Bloxwich,Green Party,https://find-and-update.company-information.service.gov.uk/officers/pv6VF-eYqGLp_FEQsqSwthl-fko/appointments
99542,Matthew Harris,Middlesbrough and Thornaby East,Green Party,https://find-and-update.company-information.service.gov.uk/officers/2lyibOuj2k8enCPdVENxSbClxxs/appointments
99618,Zia Qari,Dudley,Green Party,https://find-and-update.company-information.service.gov.uk/officers/ochY03k5JarVz6a_TbwgRgaVUbY/appointments
99949,Alfred Saint-Clair,Milton Keynes Central,Heritage Party,https://find-and-update.company-information.service.gov.uk/officers/NoAq64bvZxz3pqXAOYkG1P7dL8E/appointments
99986,Edward Hudson Oakenfull,Derbyshire Dales,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/r7jsRrPSTJSzMOSeDsJyfqwk3uQ/appointments
100456,Hannah Spencer,Warrington North,Green Party,https://find-and-update.company-information.service.gov.uk/officers/kPhrmyBs1MahMmmiMrkkCfMxp1Y/appointments
101069,Mark Anthony Butcher,Blackpool South,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/IXUFN9UFfAoKu80d3eukiBeu13I/appointments
101069,Mark Anthony Butcher,Blackpool South,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/dPkJ3C26qerurKA2qE5aYxNWXuM/appointments
101130,Ben Thomas,Blackpool South,Green Party,https://find-and-update.company-information.service.gov.uk/officers/3QVHniYZRhy3lJZdZCOqwur1psE/appointments
101235,Jessica Brown-Fuller,Chichester,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/tK_8eXxZhS_WL5yZ6rJjf-G38zA/appointments
101322,Robert William Watson,Louth and Horncastle,Green Party,https://find-and-update.company-information.service.gov.uk/officers/_FzpnOdoJS4SocXNlQ-ixkEDnv0/appointments
101326,Liam Derek Henry Draycott,Goole and Pocklington,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/FRGuhStnOPOIF6uYesuVKVBzB0A/appointments
101545,Steve Tanner,Chatham and Aylesford,Social Democratic Party,https://find-and-update.company-information.service.gov.uk/officers/K2KlV6rjZpKiSXZtNL54Mc4KiVE/appointments
102285,Mark Zimmer,Portsmouth South,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/08QX7lXie6G8PC4XvunLlIPkVto/appointments
102285,Mark Zimmer,Portsmouth South,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/INiL7SXs_R0VQYRK6gy6ULNNSxw/appointments
102285,Mark Zimmer,Portsmouth South,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/J7tNCe6Ktpi38XJqh971a1FU7qo/appointments
102285,Mark Zimmer,Portsmouth South,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/an8t7l1GHbIf9Xj0lQBZBmqEcRc/appointments
102675,Daniel Holmes,Ashfield,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/53wteF-eO9C0wkODzXFTmZ6hQpU/appointments
103034,Alex Clarkson,Stevenage,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/jQUm6dXZX7Xx1KP859bjxkuv31Q/appointments
104423,Sam Bastow,Droitwich and Evesham,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/1hW0_F7PKpQfG45yBEhe2OCWGWE/appointments
104874,James Michael Joyce,Forest of Dean,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/rBE2MfR_W6b1l90rYZQsXkKUh6o/appointments
104926,Kyn Pomlett,Didcot and Wantage,Social Democratic Party,https://find-and-update.company-information.service.gov.uk/officers/qtwyxoBucLDcREy_Tqea5abgXqI/appointments
104981,Guy Gillan Harris,Hastings and Rye,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/9Y2KxPIhmV6ORBJ9tLor-Xq6MkM/appointments
105335,Rachel Elnaugh-Love,Derbyshire Dales,Independent,https://find-and-update.company-information.service.gov.uk/officers/DDPx0HZOj5GSSwRTJdFRqE9qxG4/appointments
105684,Vicki Helen Attenborough,Bolton West,Green Party,https://find-and-update.company-information.service.gov.uk/officers/qbQ3FnI4eplUrw9hMapwnHS_3mE/appointments
105762,Gary James Ling,Watford,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/btpAFT6vdqLVXsfSxX9lNffq7Wo/appointments
106414,Thirza Amina Asanga-Rae,Manchester Rusholme,Green Party,https://find-and-update.company-information.service.gov.uk/officers/-aDC2-kbVwx3dkv8ISdQ4IGUVjI/appointments
106414,Thirza Amina Asanga-Rae,Manchester Rusholme,Green Party,https://find-and-update.company-information.service.gov.uk/officers/tn95iqhoUbKL2LsDfisiPvMCCxM/appointments
106549,Chris Hilditch,Newton Abbot,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/lsnTUkpQi-jJLrfoJi85LfQux7Y/appointments
107176,Cheryl Morrison,Fylde,Alliance for Democracy and Freedom,https://find-and-update.company-information.service.gov.uk/officers/m7hGBuL13l7NVSxaS89xTTAznYg/appointments
108217,Claire Louise Matthes,Farnham and Bordon,Green Party,https://find-and-update.company-information.service.gov.uk/officers/OBDtKOR6PTl7r1eAK5O2TDS0_fs/appointments
108552,Amelia Randall,Herne Bay and Sandwich,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/RcsiLqKe_N4CmMEZalrtsk_ehqY/appointments
109011,Rajiv Rahul Sinha,Cities of London and Westminster,Green Party,https://find-and-update.company-information.service.gov.uk/officers/8rBVWWKlvcHDWeNhJ44DkUnP-HU/appointments
109011,Rajiv Rahul Sinha,Cities of London and Westminster,Green Party,https://find-and-update.company-information.service.gov.uk/officers/c_f14GkJsoE0n0wKo6jAe5i54Go/appointments
109024,Chantal Lyn Kerr-Sheppard,Twickenham,Green Party,https://find-and-update.company-information.service.gov.uk/officers/dSttlFeOk30Ft0bMpsgxnNM1v24/appointments
109036,Tarun Ghulati,Cities of London and Westminster,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/n5GbD7R15ewRoezusnJhQ5I92TI/appointments
109184,Arnold Eric Craven,Wakefield and Rothwell,Conservative and Unionist Party,https://find-and-update.company-information.service.gov.uk/officers/LO1oN-8RpFTFKeA0-8BKrChB0V0/appointments
109247,Jonathan Mark Swales,Harrogate and Knaresborough,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/sM7csdYoR_bnCtmbD5jokpW6PX8/appointments
109376,David Peter Poulden,Chelsea and Fulham,Heritage Party,https://find-and-update.company-information.service.gov.uk/officers/YrtsDg1bi8EoKbM0gHbGnCXNXUg/appointments
109389,Alex Kerr,Peckham,Rejoin EU,https://find-and-update.company-information.service.gov.uk/officers/tPRd3GMEHXD-S9fcH0PBbL2X7i4/appointments
109419,Shaun Hooper,Plymouth Moor View,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/sipZfWDPYuimUXGfWnmfg2YI-rU/appointments
109513,Mohammed Shabir Fazal,Hyndburn,Green Party,https://find-and-update.company-information.service.gov.uk/officers/TtCB3s7ZvHYz_jtUXpNABJ-8hCE/appointments
109849,Dan Weir,Crawley,Heritage Party,https://find-and-update.company-information.service.gov.uk/officers/6eWrk-LvAesMVtJ-UgOlM3-qRWg/appointments
109945,Timothy Archer Millea,Colne Valley,Yorkshire Party,https://find-and-update.company-information.service.gov.uk/officers/8PWPeOpjWVFQS_4Vsmsjh8PUfJk/appointments
110786,Abdul Husen,Tipton and Wednesbury,Independent,https://find-and-update.company-information.service.gov.uk/officers/8BdfDVCywnqQPKojlPtw4M8_xwQ/appointments
110786,Abdul Husen,Tipton and Wednesbury,Independent,https://find-and-update.company-information.service.gov.uk/officers/Pxeh2qC7Ro2rPAqj4mnQyg5aaWk/appointments
110918,Andrew Mark Judson,Keighley and Ilkley,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/rSV_1wevkmC6fT_jOkwOnLCjkBo/appointments
111166,Keith Whalley,Salford,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/tinbOyHPXKqu8TDm6ax0o_DdcjY/appointments
111508,Jahir Hussain,Croydon West,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/uz_uC_wvy86b-07y8H8fKL2Pt2Q/appointments
112118,Gary Shacklady,Earley and Woodley,Green Party,https://find-and-update.company-information.service.gov.uk/officers/1DY3Jxm-V0Xsrs9d9Ib5PN7pJ98/appointments
113309,Maqsood Syed,Broxtowe,Workers Party of Britain,https://find-and-update.company-information.service.gov.uk/officers/6tWrSGEqefOSsFMs7z3DTsU_NX8/appointments
113382,Linda Richardson,Lincoln,Workers Party of Britain,https://find-and-update.company-information.service.gov.uk/officers/uvFCiot1OEYc8PFXWGCUyQgn6HM/appointments
113663,James Bagge,South West Norfolk,Independent,https://find-and-update.company-information.service.gov.uk/officers/AI04VmWohbt9KVSwvSEGO_3J4kA/appointments
113693,Scott Huggins,Waveney Valley,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/rOtdA-NTu0Z-yOLx9Dw2zvAlp5s/appointments
113693,Scott Huggins,Waveney Valley,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/wFh_ifr397v_BRxY-gPedPFPUOs/appointments
113847,Eraj Rostaqi,Hammersmith and Chiswick,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/97ww9yYw5p0aaB8LFLWVVmnjU0g/appointments
113847,Eraj Rostaqi,Hammersmith and Chiswick,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/AlVI2kUr8VSc3RvTbCo7I7FK3xU/appointments
113847,Eraj Rostaqi,Hammersmith and Chiswick,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/HgbfV355DfimSrOk8Tacw9Y8UiI/appointments
113881,Andrew Feinstein,Holborn and St Pancras,Independent,https://find-and-update.company-information.service.gov.uk/officers/cPcCkiNptF0JA0Kt_Zt6_NlJTCQ/appointments
114260,Gary Hincks,Liverpool Riverside,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/-ML140dW7iOUr-hhvurwod5K84w/appointments
114260,Gary Hincks,Liverpool Riverside,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/-oEixoyNWUA_G877_CS_LusqsjE/appointments
114520,James Wallace,Dumfries and Galloway,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/Sl0A-zVsg9UdmiwYT4waAsCkbfc/appointments
114638,Torcuil Crichton,Na h-Eileanan an Iar,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/rfXX-Pnu-k7xFYMxGncupa07aFw/appointments
114820,Richard Bateson,Esher and Walton,Social Democratic Party,https://find-and-update.company-information.service.gov.uk/officers/PE7WaHfdcfUs4OAdGVXg6KIBzNc/appointments
114827,Alex Just,Farnham and Bordon,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/jkwb7s_nbLW6AHhdUOvBGrirbbw/appointments
114879,Hugo Miller,Horsham,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/pZPBUBrhj0TWuoFVv29SHOnaTFA/appointments
114889,Rachel Thacker,Isle of Wight West,Alliance for Democracy and Freedom,https://find-and-update.company-information.service.gov.uk/officers/GF_wa7_t7jd58ohWyiiTq_GOOnQ/appointments
115276,Simon Joseph Opher,Stroud,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/SDVFx8xfDx1VEgFIFLPjfcS5v1E/appointments
115622,Neil O'Neil,Stratford-on-Avon,New Open Non-Political Organised Leadership,https://find-and-update.company-information.service.gov.uk/officers/GvbrlIE_ztlrkX8GIWORSMRGGks/appointments
115622,Neil O'Neil,Stratford-on-Avon,New Open Non-Political Organised Leadership,https://find-and-update.company-information.service.gov.uk/officers/rfFH3ysw--6LxLXuzEEKPMeIfO8/appointments
115662,Warinder Juss,Wolverhampton West,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/LyHvFfUjd6pVOpfzdvqc9u7VrlQ/appointments
115911,Michael Ackroyd,Newark,Green Party,https://find-and-update.company-information.service.gov.uk/officers/zWehxyG-2GN5ZHJ6CWXbI0iPuns/appointments
115914,Antony Antoniou,Northampton North,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/0mx4MaRjdO1fVyUBUNmHOMi-Gws/appointments
115914,Antony Antoniou,Northampton North,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/NO3YO508ZbeYfnJGVlFoFJIzusQ/appointments
115914,Antony Antoniou,Northampton North,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/PZUf_vowqdacIn99Go7502oIAW0/appointments
115919,James Grice,Rushcliffe,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/ppMRk0oWyvKgOe0ua8KLotO6-fQ/appointments
115939,Malcolm Featherstone,Harlow,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/IaEDe3ud7hw1a7U916gLBy9CtG0/appointments
115939,Malcolm Featherstone,Harlow,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/J12caCet0StdvYMvEOaLs3gvzb4/appointments
115939,Malcolm Featherstone,Harlow,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/SjV5bQ2apTzgGx6skWcs3UZYeLA/appointments
115939,Malcolm Featherstone,Harlow,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/lJGZe8i4kQxmbMY96jaKwyV80UU/appointments
115943,Chan Abraham,Huntingdon,Independent,https://find-and-update.company-information.service.gov.uk/officers/Cdttb6Wf3vhdAVI83qrk2BtcyZw/appointments
115997,Edward Lucas,Cities of London and Westminster,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/ICsOlOl-3yggvtJ9WgOA3vrrLh0/appointments
115997,Edward Lucas,Cities of London and Westminster,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/yJZWUEZBBoaNPIThugNmbUs28VE/appointments
116006,Sam Habeeb,Ealing North,Workers Party of Britain,https://find-and-update.company-information.service.gov.uk/officers/6MTFfBv__Ugww6SorpaubHz8ZRQ/appointments
116031,Rizwana Karim,Hayes and Harlington,Workers Party of Britain,https://find-and-update.company-information.service.gov.uk/officers/u_wWjAzE3hyugwn5kscVlv79J0g/appointments
116038,Leanne Mohamad,Ilford North,Independent,https://find-and-update.company-information.service.gov.uk/officers/4MEh8fyUjW1RSVkUN-QIUaTq_bI/appointments
116052,Mark Bradley James,Orpington,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/aEXoGKiVqIjFv21B7HG7MN89xf8/appointments
116056,Kieren McCarthy,Putney,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/ynNUL3L_Q1lcUzz-Q0Auh7GmlJY/appointments
116071,Tarik Ul Raza Hussain,Tooting,Workers Party of Britain,https://find-and-update.company-information.service.gov.uk/officers/NRnEm72HRxMTbXZA8mdEpWxuYDk/appointments
116081,Imran Arshad,Walthamstow,Workers Party of Britain,https://find-and-update.company-information.service.gov.uk/officers/7caf-W5Qfe-qez7kktU4F2Bb6Lw/appointments
116088,Ben Cronin,Wimbledon,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/itvGCSd6MCBdft8KBfrTWvx_u1Y/appointments
116115,Gary Conlin,Redcar,Social Democratic Party,https://find-and-update.company-information.service.gov.uk/officers/rxuERyaISBATO5oDIVUxrnTT0K4/appointments
116125,Lorraine Wrennall,Barrow and Furness,Green Party,https://find-and-update.company-information.service.gov.uk/officers/Bi89gTWYFL-xgLJS30WRXOedpl0/appointments
116136,Rachel Hayton,Carlisle,Social Democratic Party,https://find-and-update.company-information.service.gov.uk/officers/Nc_U34Z-tLS4S6wt71xLMEsSNxM/appointments
116137,Kelly Fowler,Cheadle,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/IAEm639J9PJJ654Dha9A_XBfrQk/appointments
116169,Susan Denham-Smith,Penrith and Solway,Green Party,https://find-and-update.company-information.service.gov.uk/officers/xnq7tKoRc9HphTh9AQ_lceXt4jo/appointments
116174,Daniel Matchett,Rossendale and Darwen,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/31yjX0FLhILmlo1XnXbk5S4_DJI/appointments
116200,Hilary Salt,Wythenshawe and Sale East,Social Democratic Party,https://find-and-update.company-information.service.gov.uk/officers/6-AvVX0YOPiWm_v7Fu01NbIB2k4/appointments
116213,Lucy Beattie,"Caithness, Sutherland and Easter Ross",Scottish National Party (SNP),https://find-and-update.company-information.service.gov.uk/officers/M0mZxEMe6GupqcdyhMZ6do6sLws/appointments
116339,Yvonne Wilding,Mid Buckinghamshire,Social Democratic Party,https://find-and-update.company-information.service.gov.uk/officers/ZC9y_sqsO32fJ5FbQbg2WfayqIk/appointments
116344,Sally Johnston,New Forest West,Labour Party,https://find-and-update.company-information.service.gov.uk/officers/syUFx_Ay1ZeJYX-f-NoGr1UhWYM/appointments
116358,Adam Hibbert,Sevenoaks,Social Democratic Party,https://find-and-update.company-information.service.gov.uk/officers/P2ghW2yMJrqk2rZud9JeNIMUzQc/appointments
116362,Adnan Shabbir,Slough,Workers Party of Britain,https://find-and-update.company-information.service.gov.uk/officers/Mpwpv6vMtLlZBDILDNcmCE1Fshw/appointments
116362,Adnan Shabbir,Slough,Workers Party of Britain,https://find-and-update.company-information.service.gov.uk/officers/mMcYz1XBHSbqWtHF2TRAtTtCyvE/appointments
116377,David Warden,Bournemouth West,Social Democratic Party,https://find-and-update.company-information.service.gov.uk/officers/j6oYTAoHqGs8_2aOPS7Fj3xxbDA/appointments
116392,Robin Adamson,Christchurch,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/fUr74wozbyb4jP2MD61TGrrT9Vs/appointments
116403,Anna Sabine,Frome and East Somerset,Liberal Democrats,https://find-and-update.company-information.service.gov.uk/officers/Bmeogk4KcSmNCO6rDEnNQoc6RjI/appointments
116405,Tom Carter,Glastonbury and Somerton,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/Fepa36qL49QoJLcp_MvM5_s9jGg/appointments
116410,Malcolm John Cupis,Melksham and Devizes,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/27u47dRTJilShcrg5ZqJn9pPh_I/appointments
116432,Martin Broomfield,South Cotswolds,Social Democratic Party,https://find-and-update.company-information.service.gov.uk/officers/zloxbCk-c6xpAUJPDhYNdwUh5JQ/appointments
116445,Giane Mortimer,St Ives,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/jf3ijyz2N-L2K-tpGhT-jumx7Z4/appointments
116447,Christopher Lester,Stroud,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/5M2kqMFGt-g5fSJHjt0b7sXv8rA/appointments
116449,Charles Hansard,Taunton and Wellington,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/2SBcM8BFLilbvTcteVW5LxNgnLI/appointments
116452,Alexandra Jenner-Fust,Thornbury and Yate,Green Party,https://find-and-update.company-information.service.gov.uk/officers/vspk5nh0vfdHs0pCN6_EjPqGPMk/appointments
116453,Frederick Keen,Tiverton and Minehead,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/cO2bQUQJWb6uf_jJ0HbCpKGjc5k/appointments
116475,Simon Llewellyn,Cardiff South and Penarth,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/RTlMkuaRyesiqQ6jx8dGJOtplC0/appointments
116487,Anthony Cole,Merthyr Tydfil and Aberdare,Workers Party of Britain,https://find-and-update.company-information.service.gov.uk/officers/fJgatiVAYrXMeL5nds7lovTCKAE/appointments
116504,Martin Schwaller,Ynys Môn,Green Party,https://find-and-update.company-information.service.gov.uk/officers/1bqaJeQa_ZCU4KfYUGcBQuT9OSM/appointments
116527,Jacqui Harris,Kenilworth and Southam,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/_R1lawRDgLnu2A-eMpJHiYu8zic/appointments
116532,Neill Walker,Newcastle-under-Lyme,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/kDgjYZg5bPsFxS5fz6TPWSXlyMA/appointments
116543,Richard Shaw,Stourbridge,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/0gURBvXHo8O_zIp6mQ-77Bch27k/appointments
116543,Richard Shaw,Stourbridge,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/FWmGqtR_NscWIWDs7Z8VeTEdLdA/appointments
116545,Alan Adams,Telford,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/KPxjcoFIvT8u7L3cipsF3ubYyhw/appointments
116556,Donald Brookes,Wolverhampton West,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/CPultI65O7_E5oGFO1hCuSqFNFE/appointments
116561,Chris Collin,Beverley and Holderness,Social Democratic Party,https://find-and-update.company-information.service.gov.uk/officers/lnEIsofI62d-VNzNrw3k-zaLg3g/appointments
116587,David Bowes,Scarborough and Whitby,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/fARabA-e-zDdEpL3uUUkLL9O4Ro/appointments
116594,Simon Garvey,Skipton and Ripon,Reform UK,https://find-and-update.company-information.service.gov.uk/officers/KHmvpa2kpjZ7WNTJ8sHFowZXbGU/appointments
116634,Scott Lee,Cramlington and Killingworth,Independent,https://find-and-update.company-information.service.gov.uk/officers/N78M8iGKvaEeoOi2sww2pza3dfw/appointments
116637,Nick Durie,Glasgow North,Alba Party,https://find-and-update.company-information.service.gov.uk/officers/pM2sh9bJkawmPBO4YzVfSI6J74Q/appointments
116648,Christopher Wellavize,Macclesfield,Independent,https://find-and-update.company-information.service.gov.uk/officers/rtUloG5o8PvvEr5SzIRJjnUpvps/appointments
116655,Alexander Coates,Ashfield,Green Party,https://find-and-update.company-information.service.gov.uk/officers/eR4k4mX_Vi9XNSSbdWy2BCv6YQE/appointments
116665,Athar Ahmad Warraich,Wolverhampton South East,Workers Party of Britain,https://find-and-update.company-information.service.gov.uk/officers/byAIR3vf_COH-uDe2EYiAbX4ynk/appointments
116666,Vikas Chopra,Wolverhampton West,Workers Party of Britain,https://find-and-update.company-information.service.gov.uk/officers/nKFgkU__zTDfPnZOUtvrIolYY8g/appointments
116708,Jan Rosen,North Northumberland,Green Party,https://find-and-update.company-information.service.gov.uk/officers/9AwoE7N-dnYDC2Kt2X6UHl23rcw/appointments
116729,Ian Alexander McCord,South Northamptonshire,Independent,https://find-and-update.company-information.service.gov.uk/officers/MNscM-WiTOlHDnSc5lLFSA3qqHM/appointments
116746,Anne Baker,Blaenau Gwent and Rhymney,Green Party,https://find-and-update.company-information.service.gov.uk/officers/sxpqd2732EOWBHxjELdQsNCkNwo/appointments
116778,Barry Paul Ingleton,Witney,Independent,https://find-and-update.company-information.service.gov.uk/officers/dWrl3ZwsWca7dkwq5xG6pVFyjds/appointments
116787,Anne Aitken,Fylde,Independent,https://find-and-update.company-information.service.gov.uk/officers/xp6-Xd0O22Poh-PYCBnXa7rvr6o/appointments
